"LIF_ID";"LIF_NAME";"LFK_NR";"VLS_CODE";"VLS_NAME";"VLS_VON";"VLS_BIS";"WST_EAN13";"WST_BSTNR";"WST_NAME";"WST_NAME2";"WST_PAKE";"PACK_A";"WST_PAKI";"WST_PAKE1";"WST_INH_N";"GEH_CODE";"WGR_NAME";"WUG_NAME";"LRZ_CODE";"WST_KINF";"WST_0CA";"WST_0ABOK";"WST_ILN";"WST_ARTNR";"WST_ANZ";"WRG_CODE";"PAT_CODE";"G_PRS";"E_PRS";"KIP";"MSK_ID";"AW";"AC";"AE";"AF";"AP";"AY";"AM";"AN";"BC";"BM";"AS";"AU";"NL";"UM";"UW";"NR";"GB";"GO";"GS";"GK";"SA";"SH";"SW";"SC";"SP";"SR";"ST";"SM";"SQ";"NON";"CDS";"CPP";"CAO";"CFE";"TWS";"BLD";"WXD";"CPT";"CSW";"CZS";"CSP";"CLE";"CMP";"PWN";"CNT";"CNP";"CQE";"CCF";"TWR";"ATM";"CAP";"LIQ";"LIB";"LSS";"CPH";"STN";"ADH";"FZG";"FIZ";"LCS";"NAN";"GCAL";"ZE";"ZF";"ZK";"KMD";"GKB";"GMKO";"Zutaten";"ULD";"FZN";"DIFBITS"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04015613638249";"7390470001";"BARTSCHER 1000 KORB- FILTER CONT100/ARM C";"";"Stück";"";"1 x 1 Stück";"Stück";"";" ";"GASTROGERAETE";"ZUBEHOER";"BARTSCHER GMBH";"";"0";"0";"4015613000008";"190014";"1";"EUR";" ";"21.189";"21.189";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04330752067225";"7810730001";"BRENNPASTE 220G HANDELSHOF";"";"Stück";"";"1 x 1 Stück";"Stück";"";" ";"GASTROBEDARF";"BRENNPASTE/LAMPENOEL";"GOTTFRIED SCHMALFUSS";"";"0";"0";"4009864000009";"470527";"1";"EUR";" ";"1.261";"1.261";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04006402025012";"1109500001";"CA.1,2KG BAVARIA BLU 70%";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"KAESE";"BLAUSCHIMMEL";"BERGADER PRIV.KAES.";"";"0";"1";"4006402000002";"01722 /BERGAD";"1";"EUR";" ";"14.829";"14.829";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"442";"13.7";"43";"0.1";"0.1";"";"1.6";"Zutaten: pasteurisierte MILCH, Kochsalz, Milchsäurekulturen, Labextrakt, Calciumchlorid (technologischer Hilfsstoff), Edelschimmelkulturen";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04008432041109";"1016430001";"CA.2,5KG EMMENTALER GOLDSTEIG";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"KAESE";"NATURKAESE";"GOLDSTEIG KAESEREIEN";"";"0";"1";"4008432000007";"4110";"1";"EUR";" ";"9.99";"9.99";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"388";"30.5";"29.5";"0.1";"0.1";"";"0.8";"Zutaten: MILCH, Salz, Labaustauschstoff, Milchsäurebakterien";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04036300055897";"1025840001";"CA.3KG BURLANDER 45% MILRAM NUSSIG";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"KAESE";"NATURKAESE";"DMK DEUTSCHES MILCHK";"";"0";"1";"4036300000002";"5589";"1";"EUR";" ";"8.89";"8.89";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"346";"25";"27";"0.1";"0.1";"";"1.3";"Zutaten: pasteurisierte KUHMILCH, Speisesalz, Säuerungskulturen, mikrobielles Lab, Farbstoff: Carotin, Konservierungsstoff: Natamycin (nur zur Oberflächenbehandlung)";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04036300055873";"1079590001";"CA.3KG GOUDA 45% MILRAM";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"KAESE";"NATURKAESE";"DMK DEUTSCHES MILCHK";"";"0";"1";"4036300000002";"5587";"1";"EUR";" ";"5.29";"5.29";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"25";"27";"0.1";"0.1";"";"1.8";"Zutaten: pasteurisierte KUHMILCH, Speisesalz, Säuerungskulturen, mkirobielles Lab.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04000504209547";"1090800001";"CA.3KG ILLERTALER 45% ALLGAEUER";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"KAESE";"NATURKAESE";"KAESEREI CHAMPIGNON";"";"0";"1";"4000504000007";"00437 /CHAMP.";"1";"EUR";" ";"13.027";"13.027";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"373";"28";"29";"0.1";"0.1";"";"1";"Zutaten: KUHMILCH, Kochsalz, Labaustauschstoff, Milchsäurebakterien, Reifungskulturen.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04036300055842";"1079630001";"CA.3KG TILSITER 45% MILRAM";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"KAESE";"NATURKAESE";"DMK DEUTSCHES MILCHK";"";"0";"1";"4036300000002";"5584";"1";"EUR";" ";"6.99";"6.99";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"339";"25";"26";"0.1";"0.1";"";"1.8";"Zutaten: pasteurisierte KuhMILCH, Speisesalz, Verarbeitungshilfstoff: Calciumchlorid (E509), Säuerungskulturen, mikrobielles Lab.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"02010105700017";"1010570001";"ENTENBRUST GERAEUCHERT";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"FRISCHGEFLUEGEL GEWICHTSW.";"GEFLUEGEL FRISCH";"NIGGEMANN FOOD FRISC";"Bitte beachten Sie, dass bei saisonalen/regionalen Fleischartikeln die Verfügbarkeit nicht immer gewährleistet sein kann.";"0";"1";"4009164000006";"3971";"1";"EUR";" ";"33.909";"33.909";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04002834040487";"1580920001";"GUTMEISTERS SALAMI 1A CA.1,5KG     SCHU";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"WURST UND SCHINKEN";"ROH-AUFSCHNITT UEBER 250G.S";"ZUR MUEHLEN GRUPPE";"";"0";"1";"4399901817869";"K80378-81";"1";"EUR";" ";"16.737";"16.737";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"343";"19.5";"29";"1";"1";"";"3.5";"Zutaten: Schweinefleisch, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze, Gewürzextrakte, Glukosesirup, Dextrose, Saccharose, Antioxidationsmittel: Ascorbinsäure und Natriumascorbat, färbendes Lebensmittel: Rote Beete Pulver, Konservierungsstoff: Natriumnitrit, Reifekultur, Buchenholzrauch. 100g Salami werden aus 120g Schweinefleisch hergestellt. Kann Spuren von SENF und SELLERIE enthalten.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04020961333678";"1556490001";"GUTSE.HINTERSCHINKEN GEKOCHT CA.1,7KG";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"WURST UND SCHINKEN";"KOCHSCHINKEN STUECKWARE";"Blumberg";"";"0";"1";"4020961000006";"33367";"1";"EUR";" ";"15.465";"15.465";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"19";"3";"0.3";"0.3";"";"2.5";"Schweinefleisch, Kochsalz, Trockenglukosesirup, Stabilisatoren: E450 Und E451, Säuerungsmittel: E 331, Antioxidationsmittel: E 301, Gewürzextrakte, Konservierungsstoff: E 250";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04250208801909";"2319080001";"KAISERBROETCHEN 2STK GLUTENFREI       POE";"";"Packung";"";"1 x 1 Packung";"Packung";"";" ";"BROT / KUCHEN";"AUFBACKWARE";"SPEZIAL-DIAET-BAECKE";"";"0";"0";"4250208800001";"K0190";"1";"EUR";" ";"1.961";"1.961";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"3.7";"4.1";"48.7";"3.4";"";"1.5";"Zutaten: glutenfreie Weizenstärke, Wasser, Leinsamenmehl, Hefe, pflanzliches Öl (Raps), SÜSSLUPINENMEHL, Zucker, Flohsamenschalen, Verdickungsmittel: Guarkernmehl, Salz, Emulgator: Sonnenblumenlecithine, Dextrose, fermentierte Maisstärke.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04052139023647";"1012080001";"MAISHAEHNCHENBRUST SUPREME FRANZ.FRISCH";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"FRISCHGEFLUEGEL GEWICHTSW.";"GEFLUEGEL FRISCH";"*****";"Bitte beachten Sie, dass bei saisonalen/regionalen Fleischartikeln die Verfügbarkeit nicht immer gewährleistet sein kann.";"0";"1";"";"";"1";"EUR";" ";"13.769";"13.769";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04008284073310";"3520800001";"QUICKP.ALUFOLIE 11MY 150MX29CM ABR.KRT.";"";"Packung";"";"1 x 1 Packung";"Packung";"";" ";"PAPIERWAREN";"ALUFOLIE";"QUICKPACK HAUSHALT+H";"";"0";"0";"4008284000002";"373310";"1";"EUR";" ";"15.889";"15.889";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"09010055080439";"3500330001";"QUICKP.BACKPAPIER 100MX38CM BRAUN";"";"Packung";"";"1 x 1 Packung";"Packung";"";" ";"PAPIERWAREN";"BACKEN/BRATEN/GRILLEN";"QUICKPACK HAUSHALT+H";"";"0";"0";"4008284000002";"651600";"1";"EUR";" ";"12.179";"12.179";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04008284073044";"3412230001";"QUICKP.FRISCHH.FOLIE 10MY 300MX44CM";"";"Rolle";"";"1 x 1 Rolle";"Rolle";"";" ";"PAPIERWAREN";"FRISCHHALTEFOLIE";"QUICKPACK HAUSHALT+H";"";"0";"0";"4008284000002";"073044";"1";"EUR";" ";"10.589";"10.589";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04008284703453";"3412590001";"QUICKP.FRISCHH.FOLIE 10MY 300MX45CM NF.";"";"Rolle";"";"1 x 1 Rolle";"Rolle";"";" ";"PAPIERWAREN";"FRISCHHALTEFOLIE";"QUICKPACK HAUSHALT+H";"";"0";"0";"4008284000002";"703453";"1";"EUR";" ";"8.999";"8.999";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04052139020707";"1001210001";"TK KALBS FLEISCHKNOCHEN";"";"Kilo";"";"1 x 1 Kilo";"Kilo";"";" ";"TK FLEISCH";"INNER./KNOCHEN KALB GEF.";"*****";"Bitte beachten Sie, dass bei saisonalen/regionalen Fleischartikeln die Verfügbarkeit nicht immer gewährleistet sein kann.";"0";"1";"";"";"1";"EUR";" ";"3.169";"3.169";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"08711369970621";"8881170001";"VAKUUMBEUTEL 100ST. 300X400MM GLATT";"";"Stück";"";"1 x 1 Stück";"Stück";"";" ";"GASTROGERAETE";"ZUBEHOER";"HENDI B.V.";"";"0";"0";"8711369000007";"970621";"1";"EUR";" ";"19.069";"19.069";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04003240468209";"3260100012";"0,2 ALBI BANANEN GETRAENK";"";"Gebinde";"";"1 x 12 Flasche";"Flasche";"";" ";"ALKOHOLFREIE GETRAENKE";"KLEIN-PACKUNGEN";"albi";"";"0";"0";"4054221000000";"172188003";"12";"EUR";" ";"9.54";"0.795";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"61";"0.5";"0.5";"13";"13";"";"0.01";"Zutaten: Wasser, Bananenmark, Glukose-Fruktose-Sirup, Zucker, Säuerungsmittel: Citronensäure, Antioxidationsmittel: Ascorbinsäure.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"09002540870069";"2152160001";"0,5L CREMA DI ACETO KLASSIK          WIB";"";"Flasche";"";"1 x 1 Flasche";"Flasche";"";" ";"ESSIG / ZITRONENSAFT";"BALSAMICO";"WIBERG";"";"0";"0";"4002540000003";"155372";"1";"EUR";" ";"7.939";"7.939";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"2.2";"0";"67.6";"38.7";"";"0.07";"Zutaten: Konzentrierter Traubensaft, 20 % Aceto Balsamico di Modena g.g.A. (Weinessig (Wein, Wasser, Antioxidationsmittel: SCHWEFELDIOXID), konzentrierter Traubenmost, Farbstoff: Ammonsulfit-Zuckerkulör), modifizierte Stärke. Enthält SULFIT.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"03023030001202";"1123260001";"0,5L FRZ.WALNUSSOEL BER";"";"Dose";"";"1 x 1 Dose";"Dose";"";" ";"FETTE / OELE / MARGARINE";"OEL-SPEZIALITAETEN";"Englert";"";"0";"0";"4003011000003";"00120";"1";"EUR";" ";"7.303";"7.303";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"900";"0";"100";"0";"0";"";"0";"Zutaten: WALNUSSÖL";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04061800129328";"3232610001";"0,7 AMARETTO ROMANZA 20%";"";"Flasche";"";"1 x 1 Flasche";"Flasche";"";" ";"LIKOERE";"AMARETTO";"Romanza";"";"0";"0";"4061800000009";"60520";"1";"EUR";" ";"5.183";"5.183";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04000269002964";"3296570001";"0,7 BARSIRUP HOLUNDERBLUETE";"";"Flasche";"";"1 x 1 Flasche";"Flasche";"";" ";"LIKOERE";"SIRUPE";"Riemerschmid";"";"0";"0";"4000269000007";"41196";"1";"EUR";" ";"5.819";"5.819";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"87";"87";"";"0";"Zutaten: Zucker, Wasser, natürliches Holunderblüten-Aroma, Säuerungsmittel: Citronensäure, Karamell, Konservierungsstoff: Natriumbenzoat.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04000269101575";"3288310001";"0,7 BARSIRUP MANGO";"";"Flasche";"";"1 x 1 Flasche";"Flasche";"";" ";"LIKOERE";"SIRUPE";"Riemerschmid";"";"0";"0";"4000269000007";"41157";"1";"EUR";" ";"5.819";"5.819";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"337";"0.03";"0.02";"84";"84";"";"0";"Zutaten: Zucker, Wasser, Mangomark (5 %), Aroma, Säuerungsmittel: Citronensäure, Konservierungsstoff: Kaliumsorbat, Farbstoff: beta-Carotin.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"04000269101551";"3288260001";"0,7 BARSIRUP MARACUJA";"";"Flasche";"";"1 x 1 Flasche";"Flasche";"";" ";"LIKOERE";"SIRUPE";"Riemerschmid";"";"0";"0";"4000269000007";"41155";"1";"EUR";" ";"5.819";"5.819";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"340";"0.01";"0";"84";"84";"";"0";"Zutaten: Zucker, Maracujasaft aus Maracujasaftkonzentrat (25 %), Wasser, Säuerungsmittel Citronensäure, Aroma, Konservierungsstoff: Natriumbenzoat.";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"05010327000176";"3186900001";"0,7 GLENFIDDICH MALT WHISKEY 12Y 40 %";"";"Flasche";"";"1 x 1 Flasche";"Flasche";"";" ";"WHISKY / RUM";"MALT WHISKEY";"GLENFIDDICH";"";"0";"0";"4260691650007";"136104009";"1";"EUR";" ";"27.549";"27.549";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"3"
"46501";"Handelshof";"13077062";"KL";"Kundenlistung";"09.04.2024";"01.01.2050";"08410221801416";"3322090001";"0,7 LICOR 43 OROCHATA 16%";"";"Flasche";"";"1 x 1 Flasche";"Flasche";"";" ";"LIKOERE";"CREAMLIKOERE";"Amaro Montenegro";"";"0";"0";"4003310000001";"2186500";"1";"EUR";" ";"14.829";"14.829";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"Enthält Milch";"";"";"3"
